position,post_id,post_by,post_text,post_published,comment_id,comment_by,is_reply,comment_message,comment_published,comment_like_count,attachment_type,attachment_url
2_2,25567278752_10156599570518753,967a2451efaaefd1c8ac9ff9390073528b008a97,Adios Barbie,2019-06-30T15:09:32+0000,10156599570518753_10156601342168753,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,"It's not just when men do shit things to women, either.  I've found that there's a tendency for some women to insist that other women forgive their 'sisters' in the name of female solidarity, when that's really not the healthy thing for them to do.  Especially the case when it's a mother-daughter relationship - nobody can stand the notion that a woman might inflict deliberate harm or sabotage on her own daughter, and if you're estranged, there is HUGE pressure to 'make up', even if it'd be much healthier for the daughter to keep her boundaries and steer well clear.",2019-07-01T06:32:39+0000,2,,
3_4,25567278752_10156598387653753,967a2451efaaefd1c8ac9ff9390073528b008a97,The best predictor of future behavior is past behavior. At the same time  we believe we shouldn t hold people to their past choices if there present actions indicate otherwise. Context is key. And...as one visitor pointed out this is indeed a biased piece. All that said it is a must read worth investigating. We will be sharing criticisms candidates to inform you to make your own choices #dumptrump #adiostrump,2019-06-30T02:07:32+0000,10156598387653753_10156599980083753,pageowner,1,"When I did community work in the bay area a lot of local activists appreciated Kamala for her commitment to Youth Justice and prevention. Check this piece out. We have to weigh her record (and all the candidates), the good and bad and make an informed choice. ~ pia  https://chronicleofsocialchange.org/news-2/kamala-harris-bureau-of-childrens-justice-lives-on-in-california/35473",2019-06-30T18:24:04+0000,2,,
3_7,25567278752_10156598387653753,967a2451efaaefd1c8ac9ff9390073528b008a97,The best predictor of future behavior is past behavior. At the same time  we believe we shouldn t hold people to their past choices if there present actions indicate otherwise. Context is key. And...as one visitor pointed out this is indeed a biased piece. All that said it is a must read worth investigating. We will be sharing criticisms candidates to inform you to make your own choices #dumptrump #adiostrump,2019-06-30T02:07:32+0000,10156598387653753_10156599459643753,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,The author is a Bernie supporter. I can’t discredit some Of the claims though because they are factual. Pete saying “all lives matter” ugh,2019-06-30T14:02:15+0000,2,,
6_0,25567278752_10156598313243753,967a2451efaaefd1c8ac9ff9390073528b008a97,Adios Barbie,2019-06-30T01:41:05+0000,10156598313243753_10156599463988753,da39a3ee5e6b4b0d3255bfef95601890afd80709,1,"Why, of course he does!  He can do anything!  And he's the best knitter anyone ever met!  He's never picked up knitting needles or a ball of yarn, but he can knit better than anyone in the world!  Even with heel spurs, he's the greatest knitter ever!   (Ick, now I need to go wash my hands, just for typing that.)",2019-06-30T14:05:42+0000,2,,
6_1,25567278752_10156598313243753,967a2451efaaefd1c8ac9ff9390073528b008a97,Adios Barbie,2019-06-30T01:41:05+0000,10156598313243753_10156599539648753,da39a3ee5e6b4b0d3255bfef95601890afd80709,1,"Libby Block but you sure made me laugh! Thanks! Go easy on your hands, don't peel any skin off. ❤️",2019-06-30T14:50:37+0000,2,,
16_4,25567278752_10156592264483753,967a2451efaaefd1c8ac9ff9390073528b008a97,Yes! Someone finally said it.,2019-06-27T16:07:11+0000,10156592264483753_10156592387143753,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Totally agree. It's nauseating.,2019-06-27T17:06:35+0000,2,,
23_2,25567278752_10156592034908753,967a2451efaaefd1c8ac9ff9390073528b008a97,Adios Barbie,2019-06-27T14:02:07+0000,10156592034908753_10156592165478753,da39a3ee5e6b4b0d3255bfef95601890afd80709,1,"Bridget Matros I know what you're saying and I do agree, but only to an extent. It's the same as when teachers strike, people say it only hurts the kids, but there has to be some discomfort to make change. It all just sucks so much, but yes, selling beds to them does equate support in some people's eyes. The point is, close down these camps instead of buying more things for them.  It's just all heart breaking.",2019-06-27T15:11:02+0000,2,,
65_0,25567278752_10156569085573753,967a2451efaaefd1c8ac9ff9390073528b008a97,Adios Barbie,2019-06-18T00:16:22+0000,10156569085573753_10156569150333753,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,"I wish death and destruction on perpetrators like this .... AND the racist judge . Rise, Kali, rise.",2019-06-18T00:57:59+0000,2,,
65_2,25567278752_10156569085573753,967a2451efaaefd1c8ac9ff9390073528b008a97,Adios Barbie,2019-06-18T00:16:22+0000,10156569085573753_10156569212288753,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,What the fuck Alaska! What the fuck World !,2019-06-18T01:39:15+0000,2,,
68_2,25567278752_10156568500663753,967a2451efaaefd1c8ac9ff9390073528b008a97,Adios Barbie,2019-06-17T18:29:55+0000,10156568500663753_10156568745508753,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,YEEEESSS!!!,2019-06-17T20:43:23+0000,2,,
69_0,25567278752_10156568482803753,967a2451efaaefd1c8ac9ff9390073528b008a97,Adios Barbie,2019-06-17T18:18:18+0000,10156568482803753_10156569003293753,pageowner,0,"I'd like to add, that straws should always be available for folks with disabilities. Always. It doesn't have to be ""Either-Or"". It can be ""Both-And."" We can make a difference if those who are able bodied stop using straws and if those who are not able bodied continue to use them. Why does everything have to a dichotomy of opposites?",2019-06-17T23:24:34+0000,2,,
79_3,25567278752_10156561420663753,967a2451efaaefd1c8ac9ff9390073528b008a97,Eating disorders do not discriminate. All races and bodies are at risk of eating disorders from Binge eating  to bulimia  to anorexia. The skinny myth around anorexia must end we have stop centering it as the face of ED.  #NEDA,2019-06-14T18:36:10+0000,10156561420663753_10156561688073753,pageowner,1,"Tell me about it. BMI is bullshit. We must call for a radical shift in treatment, education, awareness and most importantly research that addresses ALL people.",2019-06-14T20:56:42+0000,2,,
80_2,25567278752_10156561416573753,967a2451efaaefd1c8ac9ff9390073528b008a97,Resist.,2019-06-14T18:32:25+0000,10156561416573753_10156564896743753,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,"I had to see some musician I like djing in 2012 and for once it was quite a fancy venue compared to where she usually performs.  I went outisde to have a smoke and saw a guy refused to enter because he was wearing sportswear, we started chatting as I recognized him from other gigs and some facebook music pages, I knew he came from very far for this party.  I went in and asked to talk to the manager, she told her boss and he came to see us and insisted there could be no sporstwear worn in his club (well on the scene , there were). The guy had to take his pants off and I gave him my dress to wear (I always wear a slip and my slip could pass as a dress.  I left before him and he gave me my dress back 7 months later when he made it back to Paris for the Pride. I made a friend that night. ^^",2019-06-16T05:45:52+0000,2,,
80_6,25567278752_10156561416573753,967a2451efaaefd1c8ac9ff9390073528b008a97,Resist.,2019-06-14T18:32:25+0000,10156561416573753_10156561680193753,pageowner,1,"Yes, but we don't ""have"" to. In fact not doing so, like this guy wearing a dress is an act of resisting the partriarchy and sexist double standards.",2019-06-14T20:52:11+0000,2,,
81_0,25567278752_10156561409493753,967a2451efaaefd1c8ac9ff9390073528b008a97,All the feels right here. We must support the trans community in awesome ways like this neighbor.,2019-06-14T18:27:38+0000,10156561409493753_10156561534398753,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Not all heroes wear a cape!,2019-06-14T19:38:28+0000,2,,
118_0,25567278752_10156544777013753,967a2451efaaefd1c8ac9ff9390073528b008a97,Absolutely!,2019-06-07T16:56:53+0000,10156544777013753_10156544955678753,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Nathalie Findling Freddy Murphy Marlen Gollubits Din A Vier Ann-Kristin Brandt Ich sehe sie im Intro der Stübi Show 2020 😂💪🙊,2019-06-07T18:12:54+0000,2,,
124_0,25567278752_10156536689443753,967a2451efaaefd1c8ac9ff9390073528b008a97,🤦🏽‍♀️,2019-06-04T12:53:44+0000,10156536689443753_10156536900458753,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,"In a debate about abortion, had a family member say that if you are having sex with someone you wouldn’t consider having a family with, then you are having sex for the wrong reasons. 🙄 Seriously. In my single days, there were guys I had sex with for no other reason than because I liked having sex, guys I knew would never turn into a long term thing. I didn’t think that was a bad reason back then and I still don’t.",2019-06-04T14:22:59+0000,2,,
152_3,25567278752_10156517299608753,967a2451efaaefd1c8ac9ff9390073528b008a97,Adios Barbie,2019-05-27T19:37:17+0000,10156517299608753_10156517405628753,da39a3ee5e6b4b0d3255bfef95601890afd80709,1,"But chopping off heads, just another Tuesday.",2019-05-27T20:20:32+0000,2,,
162_1,25567278752_10156505577733753,967a2451efaaefd1c8ac9ff9390073528b008a97,Adios Barbie,2019-05-22T21:17:50+0000,10156505577733753_10156509329838753,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,If this officer was really threatened by a garbage clamp while carrying a gun...maybe he shouldn’t be a cop???,2019-05-24T14:18:56+0000,2,,
