position,post_id,post_by,post_text,post_published,comment_id,comment_by,is_reply,comment_message,comment_published,comment_like_count,attachment_type,attachment_url
7_0,866108446820339_2255345697896600,0ed9a2d6062341709e0bfc2b828b630d0099ceb0,Absolute babe Olly from Years & Years reminding us all that being sexy isn t reserved for any one gender  sexuality or body.  👏👏👏👏,2019-06-17T19:26:59+0000,2255345697896600_2255851704512666,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,He's my favourite x,2019-06-18T02:26:05+0000,0,,
13_0,866108446820339_2249954955102341,0ed9a2d6062341709e0bfc2b828b630d0099ceb0, I was like   Wow  this looks like a bit of art . This is my own artwork. I love my scars now  I m proud of them. It s me - it s part of me.    Love this! Being cast in a film has helped Vicky come to terms with her scars ❤️,2019-06-15T12:00:00+0000,2249954955102341_2251726821591821,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,She's inspiring.   It's a new journey after riding a bad journey for so long,2019-06-15T16:53:33+0000,0,photo,https://www.facebook.com/photo.php?fbid=2272971909438867&set=p.2272971909438867&type=3
13_1,866108446820339_2249954955102341,0ed9a2d6062341709e0bfc2b828b630d0099ceb0, I was like   Wow  this looks like a bit of art . This is my own artwork. I love my scars now  I m proud of them. It s me - it s part of me.    Love this! Being cast in a film has helped Vicky come to terms with her scars ❤️,2019-06-15T12:00:00+0000,2249954955102341_2251349231629580,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,"I hope in the future the directors will put all kinds of people, with scars, with illnesses, diverse people, in their movies and shows as characters.",2019-06-15T12:37:32+0000,0,,
13_2,866108446820339_2249954955102341,0ed9a2d6062341709e0bfc2b828b630d0099ceb0, I was like   Wow  this looks like a bit of art . This is my own artwork. I love my scars now  I m proud of them. It s me - it s part of me.    Love this! Being cast in a film has helped Vicky come to terms with her scars ❤️,2019-06-15T12:00:00+0000,2249954955102341_2252462391518264,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,"사람의 인성도가 높은 사람이 가까이 있으면 주위의 모든 사람들이 편안하다. 곧 부모의 인성도가 높으면 가족 전체가 편안하고 스승의 인성도가 높으면 학생들 전체가 편안하고 사회 각 분야 지도자의 인성도가 높으면 세상 전체가 편안하다.  If you are close to a person with a high degree of personality, everyone around you is comfortable. If the parent's personality is high, the whole family is comfortable and the personality of the teacher is high. If the whole students are comfortable and the leader of each field of society is high, the whole world is comfortable.  유엔 세계인성교육원 설립 추진위원장   Chairperson of UN World Humanity Education Center  * 동방의 온화세상 이인섭 Lee In Seop *",2019-06-16T03:07:32+0000,0,,
19_0,866108446820339_2240995302664973,0ed9a2d6062341709e0bfc2b828b630d0099ceb0, I was bullied quite badly for being ill. As a result of that  I felt quite terrified of telling anyone. But then I just realised that there s no point in being anything other than what you are.  Meet Ashleigh  the inspirational film-maker shining a light on hidden illness,2019-06-09T16:00:01+0000,2240995302664973_2241805912583912,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,"- 세계인 모두는 참 인성의 소유자가 되어야 합니다 -  인간으로서 이 세상을 향해 최우선 되어야 함은 바로 제대로 된 인간의 참 인성을 올바로 갖추는 것이다. 인간으로서 사람의 인성이 올바로 서지 않으면 지식과 지혜가 아무리 뛰어난다 하더라도 참 인간이라 할 수 없는 것이다. 곧 인간의 인성은 사람의 성품 즉 사람의 인품 사람의 품성이고 인간의 인격 즉 사람의 품격인 것이다.   인간은 우주 만물의 영장으로서 모든 면에서의 도덕적인 주체가 되어야 한다. 이에 지구 역사상 도덕적 주체로서 인간을 바르게 가르쳐 오신 성인들이 계셨으니 바로 공자, 석가, 예수, 마호멛인 것이다. 이른바 세계 사대성인이라 일컷는 분들인 것이다. 물론 그 외에도 수많은 큰 가르침을 주신 분들이 계신 것도 사실이다.    이에 이른바 사대성인의 큰 가르침을 집약적인 차원에서 열거해 보면 먼저 공자의 ""인의예지신"" 석가의 ""자비적선"" 예수의 ""박애사랑"" 마호멛의 ""평화 평등 형제애""가 그것이다. 성인으로 지목 되지는 않았지만 동양의 노자와 주자 서양의 소크라데스와 플라톤 이분들 모두는 성인에 버금가는 인물들이다.   곧 세상의 참 인간으로서 어짊과 의로움 예의와 지혜와 신의로서 살고 항상 따뜻한 사랑으로 남을 가엽게 여기는 자비심과 세상의 모두를 아끼고 위해주는 따뜻한 마음의 사랑심과 세상의 형제로서 사랑과 평등과 평화의 낙원으로 만들어 가려는 성인들의 가르침 처럼 아름다운 인류역사를 펼쳐 가는데 우리 인간 모두가 앞장서야 함은 물론이고 각자 각자는 이에 대한 기본적 주체가 되어야 함과 오직 인간의 참 인성 곧 사람의 성품과 품성과 인격이 바로서는 참 인성의 소유자가 되어야 하는 것이다.  동방 東方의 온화세상 溫和世上 이인섭 李寅燮 Lee In Seop.",2019-06-10T01:58:09+0000,0,,
21_0,866108446820339_2237407069690463,0ed9a2d6062341709e0bfc2b828b630d0099ceb0,We d like to add  ate lots of chocolate  and  ugly cried at a rom-com  stickers plz 🍫 Illustration by Gemma Correll,2019-06-07T12:38:25+0000,2237407069690463_2237504159680754,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Yes. Sarah Lade,2019-06-07T13:39:04+0000,0,,
22_0,866108446820339_2235438409887329,0ed9a2d6062341709e0bfc2b828b630d0099ceb0,For anyone who ever asks   Why is there no straight pride? ,2019-06-06T09:48:16+0000,2235438409887329_2235463756551461,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Fiona,2019-06-06T10:13:24+0000,0,,
25_1,866108446820339_2226658944098609,0ed9a2d6062341709e0bfc2b828b630d0099ceb0, Having anxiety is probably one of the most lonely  most isolating things to have because you are your own worst enemy and you live inside your head...  All the ❤️ to Nadiya Hussain for being so incredibly open about her experiences. Hopefully her honesty will help any of you who are struggling,2019-06-01T13:00:51+0000,2226658944098609_2267601566671013,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,"Oh my God   Those miserables  that bullied you must be suffering from failure and all sort of pain,  While you are on top  and far away from their misery.  Bless you and keep on on the top",2019-06-24T20:18:18+0000,0,,
25_2,866108446820339_2226658944098609,0ed9a2d6062341709e0bfc2b828b630d0099ceb0, Having anxiety is probably one of the most lonely  most isolating things to have because you are your own worst enemy and you live inside your head...  All the ❤️ to Nadiya Hussain for being so incredibly open about her experiences. Hopefully her honesty will help any of you who are struggling,2019-06-01T13:00:51+0000,2226658944098609_2242969445800892,da39a3ee5e6b4b0d3255bfef95601890afd80709,0,Matty Roberts,2019-06-10T17:54:48+0000,0,,
30_0,866108446820339_2212253018872535,0ed9a2d6062341709e0bfc2b828b630d0099ceb0, If you see me and you re inspired and motivated to create change  that s when I know i ve made a difference in your life.  Steph was told she would never walk or talk. Now she s the world s first crossfit trainer with cerebal palsy 💪,2019-05-24T11:30:55+0000,2212253018872535_2214361248661712,da39a3ee5e6b4b0d3255bfef95601890afd80709,1,Claire Leavesley Kitty Cox watch this x,2019-05-24T16:55:58+0000,0,,
